Match ID,Bowler,runs_conceded,balls_bowled,wickets,overs_bowled,economy
335982,AA Noffke,35,24,1,4.0,8.75
335982,AB Agarkar,21,24,3,4.0,5.25
335982,AB Dinda,7,18,2,3.0,2.33
335982,CL White,22,6,0,1.0,22.0
335982,I Sharma,6,18,1,3.0,2.0
335982,JH Kallis,47,24,1,4.0,11.75
335982,LR Shukla,9,7,1,1.1666666666666667,7.71
335982,P Kumar,37,24,0,4.0,9.25
335982,SB Joshi,26,18,0,3.0,8.67
335982,SC Ganguly,20,24,3,4.0,5.0
335982,Z Khan,38,24,1,4.0,9.5
335983,B Lee,30,24,1,4.0,7.5
335983,IK Pathan,47,24,2,4.0,11.75
335983,JDP Oram,37,24,0,4.0,9.25
335983,JR Hopes,53,24,1,4.0,13.25
335983,Joginder Sharma,46,24,1,4.0,11.5
335983,K Goel,25,12,0,2.0,12.5
335983,M Muralitharan,31,24,1,4.0,7.75
335983,MS Gony,40,24,1,4.0,10.0
335983,P Amarnath,42,24,1,4.0,10.5
335983,PP Chawla,19,6,0,1.0,19.0
335983,S Sreesanth,34,18,0,3.0,11.33
335983,WA Mota,22,12,1,2.0,11.0
335984,B Geeves,41,24,1,4.0,10.25
335984,D Salunkhe,6,6,0,1.0,6.0
335984,DL Vettori,35,24,1,4.0,8.75
335984,GD McGrath,20,24,1,4.0,5.0
335984,MF Maharoof,11,24,2,4.0,2.75
335984,MM Patel,25,18,0,3.0,8.33
335984,R Bhatia,15,24,3,4.0,3.75
335984,SK Trivedi,29,18,0,3.0,9.67
335984,SK Warne,16,12,0,2.0,8.0
335984,SR Watson,30,24,1,4.0,7.5
335984,YK Pathan,16,13,0,2.1666666666666665,7.38
335985,A Nehra,43,24,1,4.0,10.75
335985,AM Nayar,10,6,0,1.0,10.0
335985,B Akhil,17,18,2,3.0,5.67
335985,DS Kulkarni,17,16,1,2.6666666666666665,6.38
335985,Harbhajan Singh,35,24,2,4.0,8.75
335985,JH Kallis,41,18,0,3.0,13.67
335985,P Kumar,28,24,1,4.0,7.0
335985,R Vinay Kumar,41,24,0,4.0,10.25
335985,SB Joshi,10,12,0,2.0,5.0
335985,SM Pollock,17,24,0,4.0,4.25
335985,ST Jayasuriya,39,24,1,4.0,9.75
335985,Z Khan,17,24,4,4.0,4.25
335986,A Symonds,13,12,0,2.0,6.5
335986,AB Agarkar,19,12,2,2.0,9.5
335986,AB Dinda,17,18,1,3.0,5.67
335986,DJ Hussey,34,18,1,3.0,11.33
335986,I Sharma,6,18,1,3.0,2.0
335986,M Kartik,17,22,4,3.6666666666666665,4.64
335986,Mohammad Hafeez,7,24,1,4.0,1.75
335986,PP Ojha,16,24,2,4.0,4.0
335986,RP Singh,15,18,1,3.0,5.0
335986,SB Bangar,13,18,0,3.0,4.33
335986,SB Styris,18,24,0,4.0,4.5
335986,WPUJC Vaas,9,18,2,3.0,3.0
335987,B Lee,32,24,1,4.0,8.0
335987,D Salunkhe,19,11,1,1.8333333333333335,10.36
335987,IK Pathan,19,24,1,4.0,4.75
335987,JR Hopes,32,24,1,4.0,8.0
335987,MM Patel,36,24,2,4.0,9.0
335987,PP Chawla,27,12,0,2.0,13.5
335987,Pankaj Singh,12,6,0,1.0,12.0
335987,S Sreesanth,29,19,1,3.1666666666666665,9.16
335987,SK Trivedi,25,24,2,4.0,6.25
335987,SK Warne,19,24,3,4.0,4.75
335987,SR Watson,37,24,0,4.0,9.25
335987,WA Mota,12,6,0,1.0,12.0
335987,YK Pathan,13,6,0,1.0,13.0
335988,A Symonds,35,12,0,2.0,17.5
335988,GD McGrath,22,24,0,4.0,5.5
335988,MF Maharoof,35,24,2,4.0,8.75
335988,Mohammad Asif,19,24,2,4.0,4.75
335988,PP Ojha,3,6,0,1.0,3.0
335988,R Bhatia,27,24,3,4.0,6.75
335988,RP Singh,26,18,1,3.0,8.67
335988,SB Bangar,29,12,0,2.0,14.5
335988,Shahid Afridi,17,12,0,2.0,8.5
335988,VY Mahesh,28,24,1,4.0,7.0
335988,WPUJC Vaas,21,18,0,3.0,7.0
335989,A Nehra,28,24,2,4.0,7.0
335989,AM Nayar,14,6,0,1.0,14.0
335989,DJ Bravo,35,18,0,3.0,11.67
335989,DS Kulkarni,23,18,1,3.0,7.67
335989,Harbhajan Singh,14,12,0,2.0,7.0
335989,JDP Oram,51,24,1,4.0,12.75
335989,Joginder Sharma,27,24,2,4.0,6.75
335989,M Muralitharan,36,24,2,4.0,9.0
335989,MA Khote,29,18,2,3.0,9.67
335989,MS Gony,16,24,1,4.0,4.0
335989,P Amarnath,57,24,1,4.0,14.25
335989,SM Pollock,31,18,0,3.0,10.33
335989,VS Yeligati,11,6,0,1.0,11.0
335990,A Symonds,46,17,0,2.8333333333333335,16.24
335990,D Kalyankrishna,30,18,1,3.0,10.0
335990,D Salunkhe,9,6,0,1.0,9.0
335990,MM Patel,53,24,0,4.0,13.25
335990,PP Ojha,23,12,0,2.0,11.5
335990,Pankaj Singh,14,12,0,2.0,7.0
335990,RP Singh,41,24,2,4.0,10.25
335990,SK Trivedi,36,18,0,3.0,12.0
335990,SK Warne,46,24,2,4.0,11.5
335990,SR Watson,30,24,1,4.0,7.5
335990,Shahid Afridi,27,24,3,4.0,6.75
335990,WPUJC Vaas,42,24,1,4.0,10.5
335990,YK Pathan,20,12,2,2.0,10.0
335991,A Nehra,22,18,2,3.0,7.33
335991,B Lee,9,24,2,4.0,2.25
335991,DJ Bravo,27,18,0,3.0,9.0
335991,DS Kulkarni,35,24,3,4.0,8.75
335991,Harbhajan Singh,30,24,4,4.0,7.5
335991,IK Pathan,17,24,2,4.0,4.25
335991,MA Khote,22,12,0,2.0,11.0
335991,PP Chawla,15,24,2,4.0,3.75
335991,S Sreesanth,27,24,2,4.0,6.75
335991,SM Pollock,39,24,1,4.0,9.75
335991,VRV Singh,39,24,1,4.0,9.75
335992,A Kumble,21,24,0,4.0,5.25
335992,JH Kallis,7,6,0,1.0,7.0
335992,MM Patel,20,18,2,3.0,6.67
335992,P Kumar,42,18,1,3.0,14.0
335992,R Vinay Kumar,14,12,0,2.0,7.0
335992,SB Joshi,27,19,1,3.1666666666666665,8.53
335992,SK Trivedi,27,24,1,4.0,6.75
335992,SK Warne,23,24,2,4.0,5.75
335992,SR Watson,18,24,3,4.0,4.5
335992,Sohail Tanvir,30,24,0,4.0,7.5
335992,YK Pathan,10,6,0,1.0,10.0
335992,Z Khan,24,24,1,4.0,6.0
335993,AB Agarkar,19,18,1,3.0,6.33
335993,AB Dinda,19,18,0,3.0,6.33
335993,DJ Hussey,10,6,0,1.0,10.0
335993,I Sharma,19,18,0,3.0,6.33
335993,JDP Oram,32,24,3,4.0,8.0
335993,Joginder Sharma,30,24,2,4.0,7.5
335993,LR Shukla,18,12,0,2.0,9.0
335993,M Kartik,33,18,0,3.0,11.0
335993,M Muralitharan,9,24,0,4.0,2.25
335993,MS Gony,39,24,2,4.0,9.75
335993,Mohammad Hafeez,15,12,0,2.0,7.5
335993,P Amarnath,29,24,2,4.0,7.25
335994,A Nehra,19,12,0,2.0,9.5
335994,AM Nayar,21,6,0,1.0,21.0
335994,D Kalyankrishna,23,12,0,2.0,11.5
335994,DJ Bravo,29,13,0,2.1666666666666665,13.38
335994,DNT Zoysa,27,24,1,4.0,6.75
335994,DS Kulkarni,8,6,0,1.0,8.0
335994,PP Ojha,14,12,0,2.0,7.0
335994,RP Singh,13,24,2,4.0,3.25
335994,SB Bangar,34,24,2,4.0,8.5
335994,SD Chitnis,19,12,0,2.0,9.5
335994,SM Pollock,33,12,0,2.0,16.5
335994,ST Jayasuriya,17,12,0,2.0,8.5
335994,Shahid Afridi,31,24,2,4.0,7.75
335995,B Lee,33,24,1,4.0,8.25
335995,GD McGrath,29,24,1,4.0,7.25
335995,IK Pathan,23,24,3,4.0,5.75
335995,MF Maharoof,30,18,0,3.0,10.0
335995,Mohammad Asif,37,24,2,4.0,9.25
335995,PP Chawla,27,24,0,4.0,6.75
335995,R Bhatia,4,6,1,1.0,4.0
335995,S Sreesanth,25,12,0,2.0,12.5
335995,Shoaib Malik,28,21,1,3.5,8.0
335995,VRV Singh,29,24,3,4.0,7.25
335995,VY Mahesh,23,24,1,4.0,5.75
335995,Yuvraj Singh,10,12,1,2.0,5.0
335996,B Akhil,34,24,0,4.0,8.5
335996,DW Steyn,37,24,0,4.0,9.25
335996,JA Morkel,35,24,1,4.0,8.75
335996,JDP Oram,25,24,2,4.0,6.25
335996,JH Kallis,36,24,0,4.0,9.0
335996,Joginder Sharma,26,22,2,3.6666666666666665,7.09
335996,MS Gony,34,24,3,4.0,8.5
335996,P Amarnath,38,24,2,4.0,9.5
335996,P Kumar,29,24,2,4.0,7.25
335996,Z Khan,38,24,3,4.0,9.5
335997,A Nehra,9,6,0,1.0,9.0
335997,AB Agarkar,19,24,1,4.0,4.75
335997,AB Dinda,12,24,1,4.0,3.0
335997,CRD Fernando,39,24,1,4.0,9.75
335997,DJ Bravo,24,24,1,4.0,6.0
335997,DS Kulkarni,12,18,0,3.0,4.0
335997,I Sharma,33,22,1,3.6666666666666665,9.0
335997,LR Shukla,11,6,0,1.0,11.0
335997,M Kartik,23,18,0,3.0,7.67
335997,Mohammad Hafeez,11,6,0,1.0,11.0
335997,SC Ganguly,14,12,0,2.0,7.0
335997,SM Pollock,27,24,2,4.0,6.75
335997,ST Jayasuriya,13,24,4,4.0,3.25
335998,DL Vettori,19,24,1,4.0,4.75
335998,DW Steyn,25,24,2,4.0,6.25
335998,GD McGrath,29,24,4,4.0,7.25
335998,JH Kallis,39,24,2,4.0,9.75
335998,Mohammad Asif,42,24,0,4.0,10.5
335998,P Kumar,24,24,0,4.0,6.0
335998,R Bhatia,14,6,0,1.0,14.0
335998,R Vinay Kumar,25,12,0,2.0,12.5
335998,SB Joshi,19,6,0,1.0,19.0
335998,Shoaib Malik,8,6,0,1.0,8.0
335998,V Kohli,11,6,0,1.0,11.0
335998,V Sehwag,30,12,0,2.0,15.0
335998,VY Mahesh,26,24,0,4.0,6.5
335998,Z Khan,42,24,1,4.0,10.5
335999,D Kalyankrishna,32,18,1,3.0,10.67
335999,DNT Zoysa,32,24,1,4.0,8.0
335999,Gagandeep Singh,37,24,1,4.0,9.25
335999,IK Pathan,29,24,2,4.0,7.25
335999,PP Chawla,28,24,4,4.0,7.0
335999,RP Singh,34,23,0,3.8333333333333335,8.87
335999,S Sreesanth,32,24,1,4.0,8.0
335999,SB Bangar,26,24,1,4.0,6.5
335999,Shahid Afridi,28,18,0,3.0,9.33
335999,VRV Singh,34,24,0,4.0,8.5
335999,Y Venugopal Rao,9,6,0,1.0,9.0
336000,AB Agarkar,46,24,1,4.0,11.5
336000,AB Dinda,28,24,0,4.0,7.0
336000,DJ Hussey,26,12,0,2.0,13.0
336000,I Sharma,25,24,1,4.0,6.25
336000,LR Shukla,14,6,1,1.0,14.0
336000,MM Patel,29,24,0,4.0,7.25
336000,SC Ganguly,14,6,0,1.0,14.0
336000,SK Trivedi,29,24,3,4.0,7.25
336000,SK Warne,19,12,1,2.0,9.5
336000,SR Watson,20,19,2,3.1666666666666665,6.32
336000,Sohail Tanvir,28,24,3,4.0,7.0
336000,Umar Gul,26,24,4,4.0,6.5
336000,YK Pathan,14,12,1,2.0,7.0
336001,GD McGrath,21,24,1,4.0,5.25
336001,JA Morkel,39,24,0,4.0,9.75
336001,Joginder Sharma,28,18,1,3.0,9.33
336001,M Muralitharan,25,24,0,4.0,6.25
336001,M Ntini,29,24,0,4.0,7.25
336001,MS Gony,38,24,1,4.0,9.5
336001,Mohammad Asif,33,24,1,4.0,8.25
336001,PJ Sangwan,38,24,1,4.0,9.5
336001,R Bhatia,11,6,1,1.0,11.0
336001,Shoaib Malik,9,6,0,1.0,9.0
336001,V Sehwag,21,12,1,2.0,10.5
336001,VY Mahesh,25,24,1,4.0,6.25
336002,A Kumble,28,24,1,4.0,7.0
336002,B Akhil,39,18,0,3.0,13.0
336002,DB Ravi Teja,19,12,1,2.0,9.5
336002,DP Vijaykumar,29,24,0,4.0,7.25
336002,DW Steyn,18,24,3,4.0,4.5
336002,JH Kallis,18,8,0,1.3333333333333333,13.5
336002,LPC Silva,21,6,0,1.0,21.0
336002,R Vinay Kumar,22,24,4,4.0,5.5
336002,RP Singh,15,18,0,3.0,5.0
336002,SB Bangar,30,24,2,4.0,7.5
336002,V Kohli,22,22,2,3.6666666666666665,6.0
336002,WPUJC Vaas,36,24,2,4.0,9.0
336002,Y Venugopal Rao,18,6,0,1.0,18.0
336003,AB Agarkar,25,18,0,3.0,8.33
336003,AB Dinda,23,18,1,3.0,7.67
336003,DJ Hussey,23,18,2,3.0,7.67
336003,Gagandeep Singh,43,24,1,4.0,10.75
336003,I Sharma,39,24,0,4.0,9.75
336003,IK Pathan,17,24,2,4.0,4.25
336003,JR Hopes,35,18,0,3.0,11.67
336003,Mohammad Hafeez,28,18,1,3.0,9.33
336003,PP Chawla,16,6,0,1.0,16.0
336003,S Sreesanth,20,24,2,4.0,5.0
336003,Umar Gul,25,24,2,4.0,6.25
336003,VRV Singh,31,24,1,4.0,7.75
336004,A Nehra,25,24,3,4.0,6.25
336004,DJ Bravo,27,18,1,3.0,9.0
336004,DJ Thornely,15,12,1,2.0,7.5
336004,DS Kulkarni,16,17,3,2.8333333333333335,5.65
336004,GD McGrath,26,24,0,4.0,6.5
336004,Mohammad Asif,43,24,1,4.0,10.75
336004,PJ Sangwan,19,24,1,4.0,4.75
336004,R Bhatia,22,12,1,2.0,11.0
336004,RR Raje,13,12,0,2.0,6.5
336004,SM Pollock,16,24,2,4.0,4.0
336004,ST Jayasuriya,16,6,0,1.0,16.0
336004,Shoaib Malik,6,6,1,1.0,6.0
336004,V Sehwag,2,6,1,1.0,2.0
336004,VY Mahesh,33,24,3,4.0,8.25
336005,JA Morkel,2,6,0,1.0,2.0
336005,M Muralitharan,14,24,1,4.0,3.5
336005,M Ntini,17,18,0,3.0,5.67
336005,MM Patel,16,24,2,4.0,4.0
336005,MS Gony,25,18,0,3.0,8.33
336005,S Vidyut,21,12,1,2.0,10.5
336005,SK Raina,10,8,0,1.3333333333333333,7.5
336005,SK Trivedi,17,12,0,2.0,8.5
336005,SK Warne,29,18,1,3.0,9.67
336005,SR Watson,17,24,1,4.0,4.25
336005,Sohail Tanvir,14,24,6,4.0,3.5
336005,YK Pathan,9,12,0,2.0,4.5
336006,A Kumble,34,20,0,3.3333333333333335,10.2
336006,DW Steyn,14,24,0,4.0,3.5
336006,Gagandeep Singh,28,18,0,3.0,9.33
336006,IK Pathan,12,20,3,3.3333333333333335,3.6
336006,JH Kallis,14,18,0,3.0,4.67
336006,JR Hopes,10,6,0,1.0,10.0
336006,P Kumar,22,24,2,4.0,5.5
336006,PP Chawla,20,24,3,4.0,5.0
336006,S Sreesanth,14,24,2,4.0,3.5
336006,VRV Singh,32,24,2,4.0,8.0
336006,Z Khan,26,24,2,4.0,6.5
336007,DP Vijaykumar,17,18,1,3.0,5.67
336007,JA Morkel,25,24,1,4.0,6.25
336007,Joginder Sharma,38,18,0,3.0,12.67
336007,M Muralitharan,23,24,1,4.0,5.75
336007,M Ntini,37,24,0,4.0,9.25
336007,MS Gony,15,18,1,3.0,5.0
336007,PP Ojha,21,24,1,4.0,5.25
336007,RP Singh,10,18,2,3.0,3.33
336007,SB Bangar,36,24,1,4.0,9.0
336007,SB Styris,23,18,1,3.0,7.67
336007,Shahid Afridi,27,18,1,3.0,9.0
336008,A Nehra,13,18,3,3.0,4.33
336008,DJ Bravo,8,14,2,2.3333333333333335,3.43
336008,DS Kulkarni,21,18,2,3.0,7.0
336008,MM Patel,20,18,0,3.0,6.67
336008,RR Raje,18,18,2,3.0,6.0
336008,SK Trivedi,23,18,0,3.0,7.67
336008,SK Warne,15,12,1,2.0,7.5
336008,SM Pollock,19,18,1,3.0,6.33
336008,SR Watson,25,24,2,4.0,6.25
336008,ST Jayasuriya,17,12,0,2.0,8.5
336008,Sohail Tanvir,9,19,0,3.1666666666666665,2.84
336009,CK Kapugedera,15,6,0,1.0,15.0
336009,GD McGrath,23,24,1,4.0,5.75
336009,JA Morkel,33,24,2,4.0,8.25
336009,L Balaji,35,24,2,4.0,8.75
336009,M Muralitharan,22,24,0,4.0,5.5
336009,MS Gony,35,24,1,4.0,8.75
336009,Mohammad Asif,33,24,1,4.0,8.25
336009,P Amarnath,35,18,0,3.0,11.67
336009,PJ Sangwan,28,24,2,4.0,7.0
336009,Shoaib Malik,25,12,0,2.0,12.5
336009,V Sehwag,30,12,0,2.0,15.0
336009,VY Mahesh,38,24,2,4.0,9.5
336010,A Kumble,21,18,1,3.0,7.0
336010,AB Dinda,19,18,0,3.0,6.33
336010,DW Steyn,26,24,3,4.0,6.5
336010,I Sharma,25,24,1,4.0,6.25
336010,LR Shukla,15,6,0,1.0,15.0
336010,M Kartik,24,12,1,2.0,12.0
336010,P Kumar,36,18,1,3.0,12.0
336010,R Vinay Kumar,15,18,1,3.0,5.0
336010,SC Ganguly,7,18,1,3.0,2.33
336010,Umar Gul,27,18,1,3.0,9.0
336010,Z Khan,26,18,1,3.0,8.67
336011,DP Vijaykumar,10,6,0,1.0,10.0
336011,MM Patel,28,24,1,4.0,7.0
336011,PP Ojha,41,24,1,4.0,10.25
336011,RP Singh,23,24,1,4.0,5.75
336011,SB Bangar,20,12,0,2.0,10.0
336011,SB Styris,13,12,0,2.0,6.5
336011,SK Trivedi,8,18,2,3.0,2.67
336011,SK Warne,20,24,2,4.0,5.0
336011,SR Watson,21,18,1,3.0,7.0
336011,Shahid Afridi,10,12,0,2.0,5.0
336011,Sohail Tanvir,38,24,1,4.0,9.5
336011,Y Venugopal Rao,13,6,0,1.0,13.0
336011,YK Pathan,19,12,1,2.0,9.5
336012,A Kumble,45,24,0,4.0,11.25
336012,A Nehra,21,18,1,3.0,7.0
336012,B Akhil,17,18,0,3.0,5.67
336012,CRD Fernando,17,24,5,4.0,4.25
336012,DR Smith,21,24,3,4.0,5.25
336012,DS Kulkarni,25,18,0,3.0,8.33
336012,DW Steyn,11,24,1,4.0,2.75
336012,P Kumar,15,12,0,2.0,7.5
336012,R Vinay Kumar,25,18,0,3.0,8.33
336012,SM Pollock,23,24,0,4.0,5.75
336013,CK Kapugedera,8,6,0,1.0,8.0
336013,IK Pathan,30,24,0,4.0,7.5
336013,JA Morkel,25,24,1,4.0,6.25
336013,JR Hopes,34,24,0,4.0,8.5
336013,L Balaji,23,24,5,4.0,5.75
336013,M Muralitharan,31,24,1,4.0,7.75
336013,MS Gony,38,24,1,4.0,9.5
336013,P Amarnath,35,18,1,3.0,11.67
336013,PP Chawla,35,18,1,3.0,11.67
336013,S Sreesanth,26,24,2,4.0,6.5
336013,VRV Singh,32,24,1,4.0,8.0
336013,Yuvraj Singh,8,6,0,1.0,8.0
336014,AB Dinda,32,24,3,4.0,8.0
336014,DP Vijaykumar,19,18,1,3.0,6.33
336014,I Sharma,27,18,0,3.0,9.0
336014,LR Shukla,14,12,1,2.0,7.0
336014,M Kartik,29,18,0,3.0,9.67
336014,PP Ojha,24,12,0,2.0,12.0
336014,RP Singh,58,24,1,4.0,14.5
336014,SB Bangar,10,6,0,1.0,10.0
336014,SB Styris,28,18,0,3.0,9.33
336014,SC Ganguly,25,24,2,4.0,6.25
336014,Umar Gul,33,24,1,4.0,8.25
336014,WPUJC Vaas,36,18,1,3.0,12.0
336014,Y Venugopal Rao,23,24,1,4.0,5.75
336015,A Mishra,24,17,2,2.8333333333333335,8.47
336015,AD Mascarenhas,27,24,2,4.0,6.75
336015,GD McGrath,11,24,1,4.0,2.75
336015,MF Maharoof,20,24,3,4.0,5.0
336015,MM Patel,23,24,1,4.0,5.75
336015,PJ Sangwan,33,24,0,4.0,8.25
336015,SK Trivedi,27,24,2,4.0,6.75
336015,SK Warne,47,24,0,4.0,11.75
336015,SR Watson,21,24,2,4.0,5.25
336015,V Sehwag,21,12,1,2.0,10.5
336015,VY Mahesh,29,13,0,2.1666666666666665,13.38
336016,A Kumble,35,24,0,4.0,8.75
336016,DW Steyn,30,12,0,2.0,15.0
336016,IK Pathan,22,24,2,4.0,5.5
336016,JR Hopes,22,12,0,2.0,11.0
336016,P Kumar,15,16,0,2.6666666666666665,5.62
336016,PP Chawla,28,24,2,4.0,7.0
336016,R Vinay Kumar,11,12,1,2.0,5.5
336016,S Sreesanth,28,24,3,4.0,7.0
336016,V Kohli,9,6,0,1.0,9.0
336016,VRV Singh,15,24,1,4.0,3.75
336016,Yuvraj Singh,13,12,0,2.0,6.5
336016,Z Khan,35,24,0,4.0,8.75
336017,A Mishra,13,18,0,3.0,4.33
336017,AB Dinda,28,24,2,4.0,7.0
336017,GD McGrath,22,24,0,4.0,5.5
336017,I Sharma,18,18,0,3.0,6.0
336017,Iqbal Abdulla,22,18,1,3.0,7.33
336017,LR Shukla,1,5,3,0.8333333333333334,1.2
336017,MF Maharoof,24,24,2,4.0,6.0
336017,PJ Sangwan,26,24,2,4.0,6.5
336017,SC Ganguly,23,24,0,4.0,5.75
336017,Shoaib Akhtar,10,18,4,3.0,3.33
336017,V Sehwag,7,6,0,1.0,7.0
336017,VY Mahesh,30,24,2,4.0,7.5
336018,A Nehra,30,24,0,4.0,7.5
336018,CK Kapugedera,26,5,0,0.8333333333333334,31.2
336018,DJ Bravo,37,24,2,4.0,9.25
336018,DJ Thornely,9,6,0,1.0,9.0
336018,DS Kulkarni,27,24,3,4.0,6.75
336018,JA Morkel,42,18,0,3.0,14.0
336018,Joginder Sharma,21,18,1,3.0,7.0
336018,L Balaji,6,12,0,2.0,3.0
336018,M Muralitharan,19,12,0,2.0,9.5
336018,MS Gony,28,18,0,3.0,9.33
336018,RR Raje,32,18,0,3.0,10.67
336018,SM Pollock,9,24,1,4.0,2.25
336019,D Salunkhe,23,18,0,3.0,7.67
336019,IK Pathan,10,24,1,4.0,2.5
336019,JR Hopes,29,18,2,3.0,9.67
336019,MM Patel,36,24,0,4.0,9.0
336019,PP Chawla,35,24,3,4.0,8.75
336019,Pankaj Singh,44,18,0,3.0,14.67
336019,RR Powar,7,6,0,1.0,7.0
336019,S Sreesanth,43,18,1,3.0,14.33
336019,SK Trivedi,48,24,0,4.0,12.0
336019,SR Watson,39,24,2,4.0,9.75
336019,VRV Singh,32,24,0,4.0,8.0
336019,YK Pathan,24,12,1,2.0,12.0
336019,Yuvraj Singh,20,6,0,1.0,20.0
336020,A Mishra,17,24,5,4.0,4.25
336020,DP Vijaykumar,24,24,1,4.0,6.0
336020,GD McGrath,42,24,2,4.0,10.5
336020,MF Maharoof,39,24,2,4.0,9.75
336020,Mohammad Asif,49,24,0,4.0,12.25
336020,PM Sarvesh Kumar,23,18,0,3.0,7.67
336020,PP Ojha,18,12,1,2.0,9.0
336020,R Bhatia,32,24,0,4.0,8.0
336020,RP Singh,49,24,1,4.0,12.25
336020,SB Styris,32,24,0,4.0,8.0
336020,Shahid Afridi,18,6,0,1.0,18.0
336020,Y Venugopal Rao,22,12,0,2.0,11.0
336021,A Nehra,14,18,0,3.0,4.67
336021,AB Agarkar,3,6,0,1.0,3.0
336021,DJ Bravo,12,18,2,3.0,4.0
336021,DJ Thornely,6,18,2,3.0,2.0
336021,I Sharma,21,15,1,2.5,8.4
336021,RR Raje,16,14,2,2.3333333333333335,6.86
336021,SM Pollock,11,24,4,4.0,2.75
336021,Shoaib Akhtar,28,12,1,2.0,14.0
336022,A Mishra,21,12,1,2.0,10.5
336022,GD McGrath,18,12,1,2.0,9.0
336022,IK Pathan,13,12,0,2.0,6.5
336022,JR Hopes,2,6,2,1.0,2.0
336022,MF Maharoof,11,6,0,1.0,11.0
336022,PJ Sangwan,11,6,1,1.0,11.0
336022,PP Chawla,13,6,0,1.0,13.0
336022,R Bhatia,8,6,0,1.0,8.0
336022,RR Powar,20,12,2,2.0,10.0
336022,S Sreesanth,28,18,0,3.0,9.33
336022,V Sehwag,21,6,0,1.0,21.0
336022,VRV Singh,30,12,0,2.0,15.0
336023,A Kumble,32,24,1,4.0,8.0
336023,Abdur Razzak,19,12,0,2.0,9.5
336023,JH Kallis,34,24,0,4.0,8.5
336023,MM Patel,21,24,2,4.0,5.25
336023,P Kumar,23,24,0,4.0,5.75
336023,RA Jadeja,21,12,0,2.0,10.5
336023,SK Trivedi,21,12,1,2.0,10.5
336023,SK Warne,23,24,3,4.0,5.75
336023,SR Watson,5,12,0,2.0,2.5
336023,Sohail Tanvir,7,24,3,4.0,1.75
336023,V Kohli,14,12,0,2.0,7.0
336023,YK Pathan,28,12,0,2.0,14.0
336023,Z Khan,45,24,0,4.0,11.25
336024,A Nehra,29,24,0,4.0,7.25
336024,AM Nayar,18,18,1,3.0,6.0
336024,CRD Fernando,35,24,3,4.0,8.75
336024,DJ Bravo,23,24,3,4.0,5.75
336024,DJ Thornely,8,6,0,1.0,8.0
336024,DNT Zoysa,34,18,0,3.0,11.33
336024,DP Vijaykumar,18,12,0,2.0,9.0
336024,PP Ojha,23,24,0,4.0,5.75
336024,RP Singh,35,24,3,4.0,8.75
336024,RR Raje,18,12,0,2.0,9.0
336024,ST Jayasuriya,13,12,0,2.0,6.5
336024,Shahid Afridi,22,24,2,4.0,5.5
336024,Y Venugopal Rao,23,18,2,3.0,7.67
336025,AB Agarkar,13,12,0,2.0,6.5
336025,AB Dinda,10,12,0,2.0,5.0
336025,I Sharma,16,12,0,2.0,8.0
336025,JA Morkel,24,24,0,4.0,6.0
336025,L Balaji,34,24,1,4.0,8.5
336025,M Muralitharan,41,24,0,4.0,10.25
336025,M Ntini,19,24,4,4.0,4.75
336025,MS Gony,17,24,0,4.0,4.25
336025,Shoaib Akhtar,12,12,0,2.0,6.0
336026,A Kumble,18,24,2,4.0,4.5
336026,B Akhil,21,20,1,3.3333333333333335,6.3
336026,DW Steyn,26,24,1,4.0,6.5
336026,GD McGrath,14,24,2,4.0,3.5
336026,JH Kallis,16,12,0,2.0,8.0
336026,MF Maharoof,13,24,4,4.0,3.25
336026,P Kumar,33,12,1,2.0,16.5
336026,PJ Sangwan,44,18,0,3.0,14.67
336026,R Bhatia,47,24,0,4.0,11.75
336026,TM Dilshan,3,6,1,1.0,3.0
336026,VY Mahesh,24,24,0,4.0,6.0
336026,Z Khan,32,18,0,3.0,10.67
336027,AB Agarkar,30,18,0,3.0,10.0
336027,AB Dinda,32,24,0,4.0,8.0
336027,I Sharma,23,18,1,3.0,7.67
336027,LR Shukla,7,6,0,1.0,7.0
336027,MM Patel,22,24,2,4.0,5.5
336027,SC Ganguly,24,12,1,2.0,12.0
336027,SK Trivedi,26,18,1,3.0,8.67
336027,SK Warne,21,18,0,3.0,7.0
336027,SR Watson,35,24,1,4.0,8.75
336027,Sohail Tanvir,24,24,3,4.0,6.0
336027,Umar Gul,27,21,2,3.5,7.71
336027,YK Pathan,14,12,1,2.0,7.0
336028,A Nehra,32,18,0,3.0,10.67
336028,CRD Fernando,36,24,1,4.0,9.0
336028,DR Smith,18,12,0,2.0,9.0
336028,IK Pathan,35,24,1,4.0,8.75
336028,JR Hopes,13,12,0,2.0,6.5
336028,PP Chawla,22,24,2,4.0,5.5
336028,S Sreesanth,28,24,2,4.0,7.0
336028,SD Chitnis,35,24,2,4.0,8.75
336028,SM Pollock,14,18,1,3.0,4.67
336028,VRV Singh,49,24,3,4.0,12.25
336028,VS Yeligati,42,24,0,4.0,10.5
336028,Yuvraj Singh,12,12,2,2.0,6.0
336029,A Kumble,14,24,3,4.0,3.5
336029,B Akhil,4,6,0,1.0,4.0
336029,DW Steyn,16,24,3,4.0,4.0
336029,JA Morkel,32,24,4,4.0,8.0
336029,JH Kallis,15,24,0,4.0,3.75
336029,L Balaji,34,24,1,4.0,8.5
336029,M Muralitharan,19,24,1,4.0,4.75
