Match ID,Batter,runs_scored,balls_faced,fours,sixes,strike_rate,was_dismissed,Date,career_avg_runs,career_avg_strike_rate,matches_played_so_far
548352,A Ashish Reddy,3,3,0,0,100.0,1,2012-05-04,10.0,100.0,1
548359,A Ashish Reddy,8,8,1,0,100.0,1,2012-05-08,6.5,100.0,2
548373,A Ashish Reddy,10,4,2,0,250.0,0,2012-05-18,7.0,100.0,3
548376,A Ashish Reddy,4,4,0,0,100.0,1,2012-05-20,7.75,137.5,4
598000,A Ashish Reddy,7,4,1,0,175.0,0,2013-04-05,7.0,130.0,5
598048,A Ashish Reddy,3,4,0,0,75.0,1,2013-04-09,7.0,137.5,6
598010,A Ashish Reddy,16,9,2,0,177.78,1,2013-04-12,6.428571428571429,128.57142857142858,7
598013,A Ashish Reddy,4,5,0,0,80.0,1,2013-04-14,7.625,134.7225,8
598018,A Ashish Reddy,19,15,0,1,126.67,0,2013-04-17,7.222222222222222,128.64222222222222,9
598021,A Ashish Reddy,7,7,1,0,100.0,0,2013-04-19,8.4,128.445,10
598030,A Ashish Reddy,36,16,2,3,225.0,0,2013-04-25,8.272727272727273,125.85909090909091,11
598032,A Ashish Reddy,14,11,1,0,127.27,1,2013-04-27,10.583333333333334,134.12083333333334,12
598044,A Ashish Reddy,5,6,1,0,83.33,1,2013-05-04,10.846153846153847,133.59384615384616,13
829727,A Ashish Reddy,13,9,0,1,144.44,0,2015-04-16,10.428571428571429,130.00357142857143,14
829731,A Ashish Reddy,15,8,1,1,187.5,1,2015-04-18,10.6,130.966,15
829759,A Ashish Reddy,22,8,1,2,275.0,0,2015-04-27,10.875,134.499375,16
829773,A Ashish Reddy,6,6,1,0,100.0,1,2015-05-02,11.529411764705882,142.7641176470588,17
829815,A Ashish Reddy,17,15,0,1,113.33,1,2015-05-17,11.222222222222221,140.38833333333332,18
980907,A Ashish Reddy,32,18,2,3,177.78,1,2016-04-12,11.526315789473685,138.9642105263158,19
980915,A Ashish Reddy,13,8,0,1,162.5,1,2016-04-16,12.55,140.905,20
980953,A Ashish Reddy,2,3,0,0,66.67,0,2016-04-30,12.571428571428571,141.93333333333334,21
1304053,A Badoni,19,9,0,2,211.11,0,2022-03-31,54.0,131.71,1
1304058,A Badoni,19,12,3,0,158.33,1,2022-04-04,36.5,171.41000000000003,2
1304061,A Badoni,10,3,1,1,333.33,0,2022-04-07,30.666666666666668,167.05,3
1304066,A Badoni,5,7,0,0,71.43,1,2022-04-10,25.5,208.62,4
1304077,A Badoni,13,13,2,0,100.0,1,2022-04-19,21.4,181.18200000000002,5
1304083,A Badoni,14,11,0,1,127.27,1,2022-04-24,20.0,167.65166666666667,6
1304088,A Badoni,4,4,0,0,100.0,1,2022-04-29,19.142857142857142,161.88285714285715,7
1304099,A Badoni,15,18,0,0,83.33,0,2022-05-07,17.25,154.1475,8
1304103,A Badoni,8,11,1,0,72.73,1,2022-05-10,17.0,146.2788888888889,9
1304109,A Badoni,0,1,0,0,0.0,1,2022-05-15,16.1,138.924,10
1359477,A Badoni,18,7,1,2,257.14,1,2023-04-01,14.636363636363637,126.29454545454546,11
1359480,A Badoni,23,18,0,0,127.78,1,2023-04-03,14.916666666666666,137.19833333333335,12
1359489,A Badoni,30,24,4,0,125.0,1,2023-04-10,15.538461538461538,136.47384615384615,13
1359495,A Badoni,5,6,0,0,83.33,0,2023-04-15,16.571428571428573,135.65428571428572,14
1359500,A Badoni,1,4,0,0,25.0,1,2023-04-19,15.8,132.166,15
1359504,A Badoni,8,6,0,0,133.33,1,2023-04-22,14.875,125.468125,16
1359512,A Badoni,42,23,3,3,182.61,1,2023-04-28,14.470588235294118,125.93058823529412,17
1359517,A Badoni,4,11,0,0,36.36,1,2023-05-01,16.0,129.07944444444445,18
1359525,A Badoni,21,11,1,2,190.91,1,2023-05-07,15.368421052631579,124.19947368421053,19
1359542,A Badoni,25,21,2,1,119.05,1,2023-05-20,15.65,127.535,20
1370351,A Badoni,1,7,0,0,14.29,1,2023-05-24,16.095238095238095,127.13095238095238,21
598023,A Chandila,4,6,0,0,66.67,0,2013-04-20,0.0,0.0,1
336014,A Chopra,24,23,3,0,104.35,1,2008-05-11,2.0,40.0,1
336017,A Chopra,13,17,2,0,76.47,1,2008-05-13,13.0,72.175,2
336021,A Chopra,1,4,0,0,25.0,1,2008-05-16,13.0,73.60666666666667,3
336035,A Chopra,2,3,0,0,66.67,1,2008-05-25,10.0,61.455,4
392184,A Chopra,11,19,2,0,57.89,1,2009-04-19,8.4,62.498000000000005,5
1082621,A Choudhary,15,12,1,0,125.0,0,2017-04-27,6.0,300.0,1
1082633,A Choudhary,4,6,0,0,66.67,1,2017-05-05,10.5,212.5,2
392185,A Flintoff,22,13,2,1,169.23,0,2009-04-20,24.0,104.35,1
392189,A Flintoff,16,17,1,0,94.12,1,2009-04-23,23.0,136.79,2
336016,A Kumble,0,1,0,0,0.0,0,2008-05-12,3.0,42.86,1
336023,A Kumble,8,8,1,0,100.0,1,2008-05-17,1.5,21.43,2
336029,A Kumble,2,1,0,0,200.0,0,2008-05-21,3.6666666666666665,47.620000000000005,3
392185,A Kumble,1,5,0,0,20.0,0,2009-04-20,3.25,85.715,4
392188,A Kumble,1,1,0,0,100.0,0,2009-04-22,2.8,72.572,5
392191,A Kumble,5,3,1,0,166.67,0,2009-04-24,2.5,77.14333333333333,6
392204,A Kumble,1,3,0,0,33.33,1,2009-05-01,2.857142857142857,89.93285714285715,7
392218,A Kumble,7,6,1,0,116.67,0,2009-05-10,2.625,82.8575,8
392239,A Kumble,1,1,0,0,100.0,0,2009-05-24,3.111111111111111,86.61444444444444,9
419128,A Kumble,1,1,0,0,100.0,0,2010-03-25,2.9,87.953,10
419140,A Kumble,1,1,0,0,100.0,0,2010-04-04,2.727272727272727,89.04818181818182,11
419151,A Kumble,2,4,0,0,50.0,0,2010-04-12,2.5833333333333335,89.96083333333333,12
419157,A Kumble,1,3,0,0,33.33,0,2010-04-17,2.5384615384615383,86.88692307692307,13
419162,A Kumble,1,2,0,0,50.0,0,2010-04-21,2.4285714285714284,83.06142857142856,14
1304056,A Manohar,1,2,0,0,50.0,1,2022-04-02,15.0,214.29,1
1304067,A Manohar,35,21,5,1,166.67,1,2022-04-11,8.0,132.14499999999998,2
1304070,A Manohar,43,28,4,2,153.57,1,2022-04-14,17.0,143.65333333333334,3
1304075,A Manohar,12,12,2,0,100.0,1,2022-04-17,23.5,146.1325,4
1304081,A Manohar,2,4,0,0,50.0,1,2022-04-23,21.2,136.906,5
1304086,A Manohar,0,1,0,0,0.0,1,2022-04-27,18.0,122.42166666666667,6
1359487,A Manohar,14,8,3,0,175.0,1,2023-04-09,15.428571428571429,104.93285714285715,7
1359497,A Manohar,27,13,0,3,207.69,1,2023-04-16,15.25,113.69125,8
1359504,A Manohar,3,5,0,0,60.0,1,2023-04-22,16.555555555555557,124.13555555555556,9
1359509,A Manohar,42,21,3,3,200.0,1,2023-04-25,15.2,117.72200000000001,10
1359518,A Manohar,26,33,0,1,78.79,1,2023-05-02,17.636363636363637,125.20181818181818,11
1359531,A Manohar,2,3,0,0,66.67,1,2023-05-12,18.333333333333332,121.33416666666666,12
336017,A Mishra,31,32,3,0,96.88,1,2008-05-13,4.0,80.0,1
336038,A Mishra,2,5,0,0,40.0,1,2008-05-30,17.5,88.44,2
392198,A Mishra,0,4,0,0,0.0,1,2009-04-28,12.333333333333334,72.29333333333334,3
392206,A Mishra,11,8,1,1,137.5,0,2009-05-02,9.25,54.22,4
392223,A Mishra,2,3,0,0,66.67,1,2009-05-13,9.6,70.876,5
392235,A Mishra,13,4,1,1,325.0,0,2009-05-21,8.333333333333334,70.175,6
392237,A Mishra,0,1,0,0,0.0,1,2009-05-22,9.0,106.57857142857142,7
419114,A Mishra,3,5,0,0,60.0,1,2010-03-17,7.875,93.25625,8
419116,A Mishra,6,3,1,0,200.0,0,2010-03-19,7.333333333333333,89.5611111111111,9
419120,A Mishra,0,1,0,0,0.0,1,2010-03-21,7.2,100.60499999999999,10
419144,A Mishra,4,6,0,0,66.67,0,2010-04-07,6.545454545454546,91.4590909090909,11
419149,A Mishra,10,10,0,0,100.0,0,2010-04-11,6.333333333333333,89.39333333333333,12
419152,A Mishra,11,16,0,0,68.75,1,2010-04-13,6.615384615384615,90.20923076923077,13
419160,A Mishra,4,9,0,0,44.44,1,2010-04-18,6.928571428571429,88.67642857142857,14
501199,A Mishra,2,2,0,0,100.0,0,2011-04-09,6.733333333333333,85.72733333333333,15
501203,A Mishra,12,5,1,1,240.0,0,2011-04-11,6.4375,86.619375,16
501212,A Mishra,0,1,0,0,0.0,1,2011-04-16,6.764705882352941,95.64176470588235,17
501224,A Mishra,25,19,4,0,131.58,0,2011-04-24,6.388888888888889,90.32833333333333,18
501229,A Mishra,0,1,0,0,0.0,1,2011-04-27,7.368421052631579,92.49947368421053,19
501236,A Mishra,2,5,0,0,40.0,1,2011-05-01,7.0,87.8745,20
501239,A Mishra,9,9,0,0,100.0,0,2011-05-03,6.761904761904762,85.59476190476191,21
501250,A Mishra,0,1,0,0,0.0,1,2011-05-10,6.863636363636363,86.24954545454545,22
501256,A Mishra,18,6,4,0,300.0,0,2011-05-14,6.565217391304348,82.49956521739131,23
548314,A Mishra,0,2,0,0,0.0,1,2012-04-09,7.041666666666667,91.56208333333332,24
548321,A Mishra,6,6,0,0,100.0,1,2012-04-19,6.76,87.89959999999999,25
548335,A Mishra,1,1,0,0,100.0,0,2012-04-22,6.730769230769231,88.365,26
548346,A Mishra,1,6,0,0,16.67,1,2012-04-29,6.518518518518518,88.79592592592591,27
548359,A Mishra,8,5,1,0,160.0,0,2012-05-08,6.321428571428571,86.22,28
598010,A Mishra,16,13,2,0,123.08,0,2013-04-12,6.379310344827586,88.76413793103448,29
598013,A Mishra,1,1,0,0,100.0,0,2013-04-14,6.7,89.908,30
598018,A Mishra,30,24,3,0,125.0,1,2013-04-17,6.516129032258065,90.23354838709677,31
598030,A Mishra,15,21,2,0,71.43,1,2013-04-25,7.25,91.32000000000001,32
598032,A Mishra,21,28,2,0,75.0,1,2013-04-27,7.484848484848484,90.71727272727273,33
598051,A Mishra,6,8,0,0,75.0,1,2013-05-08,7.882352941176471,90.255,34
729295,A Mishra,4,5,0,0,80.0,0,2014-04-22,7.828571428571428,89.81914285714286,35
733989,A Mishra,0,2,0,0,0.0,1,2014-05-08,7.722222222222222,89.54638888888888,36
829707,A Mishra,4,4,0,0,100.0,1,2015-04-09,7.513513513513513,87.12621621621622,37
829739,A Mishra,1,1,0,0,100.0,0,2015-04-20,7.421052631578948,87.465,38
829757,A Mishra,2,4,0,0,50.0,1,2015-04-26,7.256410256410256,87.78641025641026,39
829777,A Mishra,1,3,0,0,33.33,0,2015-05-03,7.125,86.84175,40
980903,A Mishra,3,9,0,0,33.33,1,2016-04-10,6.975609756097561,85.53658536585365,41
980993,A Mishra,1,5,0,0,20.0,1,2016-05-15,6.880952380952381,84.29357142857143,42
1082595,A Mishra,8,14,0,0,57.14,0,2017-04-08,6.744186046511628,82.79837209302326,43
1082626,A Mishra,4,9,0,0,44.44,0,2017-04-30,6.7727272727272725,82.21522727272728,44
1082635,A Mishra,9,14,0,0,64.29,0,2017-05-06,6.711111111111111,81.37577777777777,45
1082640,A Mishra,8,2,2,0,400.0,0,2017-05-10,6.760869565217392,81.00434782608696,46
1082642,A Mishra,13,9,0,1,144.44,0,2017-05-12,6.787234042553192,87.79148936170212,47
1082646,A Mishra,7,4,0,1,175.0,1,2017-05-14,6.916666666666667,88.97166666666668,48
1136582,A Mishra,1,2,0,0,50.0,0,2018-04-23,6.918367346938775,90.72734693877551,49
1178409,A Mishra,6,8,0,0,75.0,0,2019-04-18,6.8,89.9128,50
1178425,A Mishra,8,11,1,0,72.73,1,2019-05-01,6.784313725490196,89.62039215686275,51
1181766,A Mishra,1,2,0,0,50.0,1,2019-05-08,6.8076923076923075,89.29557692307692,52
1181767,A Mishra,6,3,1,0,200.0,0,2019-05-10,6.69811320754717,88.55415094339622,53
1359517,A Mishra,19,30,2,0,63.33,1,2023-05-01,6.685185185185185,90.61796296296296,54
501227,A Mithun,0,2,0,0,0.0,1,2011-04-26,5.0,125.0,1
501244,A Mithun,6,3,1,0,200.0,0,2011-05-06,2.5,62.5,2
501260,A Mithun,10,7,0,1,142.86,1,2011-05-17,3.6666666666666665,108.33333333333333,3
501271,A Mithun,11,8,2,0,137.5,1,2011-05-28,5.25,116.965,4
598057,A Mithun,2,2,0,0,100.0,1,2013-05-12,6.4,121.072,5
598036,A Mukund,19,21,1,0,90.48,1,2013-04-29,0.0,0.0,1
335991,A Nehra,1,9,0,0,11.11,0,2008-04-25,1.0,50.0,1
336028,A Nehra,0,1,0,0,0.0,1,2008-05-21,1.0,30.555,2
392226,A Nehra,1,1,0,0,100.0,0,2009-05-15,0.6666666666666666,20.37,3
419149,A Nehra,1,4,0,0,25.0,1,2010-04-11,0.75,40.2775,4
419160,A Nehra,21,15,2,1,140.0,0,2010-04-18,0.8,37.222,5
548319,A Nehra,2,4,0,0,50.0,0,2012-04-12,4.166666666666667,54.35166666666667,6
548365,A Nehra,9,8,1,0,112.5,0,2012-05-13,3.857142857142857,53.730000000000004,7
597998,A Nehra,0,1,0,0,0.0,1,2013-04-03,4.5,61.07625,8
598006,A Nehra,1,5,0,0,20.0,1,2013-04-09,4.0,54.29,9
598044,A Nehra,0,1,0,0,0.0,1,2013-05-04,3.7,50.861000000000004,10
598062,A Nehra,0,1,0,0,0.0,1,2013-05-14,3.3636363636363638,46.23727272727273,11
829745,A Nehra,0,1,0,0,0.0,0,2015-04-22,3.0833333333333335,42.384166666666665,12
829723,A Nehra,1,4,0,0,25.0,0,2015-04-30,2.8461538461538463,39.12384615384615,13
829779,A Nehra,0,1,0,0,0.0,0,2015-05-04,2.7142857142857144,38.115,14
829817,A Nehra,0,1,0,0,0.0,1,2015-05-19,2.533333333333333,35.574,15
980983,A Nehra,1,1,0,0,100.0,0,2016-05-12,2.375,33.350625,16
1216524,A Nortje,1,3,0,0,33.33,1,2020-10-27,3.0,150.0,1
1304101,A Nortje,1,6,0,0,16.67,0,2022-05-08,2.0,91.66499999999999,2
1359481,A Nortje,4,2,1,0,200.0,0,2023-04-04,1.6666666666666667,66.66666666666667,3
1359485,A Nortje,0,1,0,0,0.0,1,2023-04-08,2.25,100.0,4
1359490,A Nortje,5,3,1,0,166.67,1,2023-04-11,1.8,80.0,5
1359494,A Nortje,23,14,4,0,164.29,0,2023-04-15,2.3333333333333335,94.445,6
1359508,A Nortje,2,2,0,0,100.0,1,2023-04-24,5.285714285714286,104.42285714285715,7
1359518,A Nortje,3,6,0,0,50.0,0,2023-05-02,4.875,103.87,8
1359541,A Nortje,0,1,0,0,0.0,0,2023-05-20,4.666666666666667,97.88444444444445,9
392233,A Singh,1,2,0,0,50.0,0,2009-05-20,0.0,0.0,1
501214,A Singh,0,2,0,0,0.0,1,2011-04-17,0.5,25.0,2
501249,A Singh,1,2,0,0,50.0,1,2011-05-09,0.3333333333333333,16.666666666666668,3
548317,A Singh,0,2,0,0,0.0,1,2012-04-11,0.5,25.0,4
335988,A Symonds,12,13,2,0,92.31,1,2008-04-22,32.0,82.05,1
335990,A Symonds,117,52,11,7,225.0,0,2008-04-24,22.0,87.18,2
392216,A Symonds,59,35,2,4,168.57,0,2009-05-09,53.666666666666664,133.12,3
392220,A Symonds,30,19,2,1,157.89,1,2009-05-11,55.0,141.98250000000002,4
392223,A Symonds,41,22,3,2,186.36,1,2009-05-13,50.0,145.164,5
392228,A Symonds,18,12,0,1,150.0,1,2009-05-16,48.5,152.03,6
392229,A Symonds,25,24,1,0,104.17,1,2009-05-17,44.142857142857146,151.74,7
392236,A Symonds,18,15,1,1,120.0,1,2009-05-21,41.75,145.79375,8
392237,A Symonds,24,15,2,1,160.0,1,2009-05-22,39.111111111111114,142.92777777777778,9
392239,A Symonds,33,21,4,1,157.14,1,2009-05-24,37.6,144.635,10
419106,A Symonds,5,9,0,0,55.56,1,2010-03-12,37.18181818181818,145.7718181818182,11
419110,A Symonds,50,43,3,3,116.28,1,2010-03-14,34.5,138.25416666666666,12
419117,A Symonds,53,38,3,3,139.47,1,2010-03-19,35.69230769230769,136.56384615384616,13
419120,A Symonds,35,24,3,2,145.83,1,2010-03-21,36.92857142857143,136.77142857142857,14
419126,A Symonds,22,14,3,0,157.14,1,2010-03-26,36.8,137.37533333333334,15
419130,A Symonds,1,6,0,0,16.67,1,2010-03-28,35.875,138.610625,16
419135,A Symonds,45,37,5,0,121.62,1,2010-04-01,33.8235294117647,131.43764705882353,17
419138,A Symonds,21,18,2,0,116.67,1,2010-04-03,34.44444444444444,130.89222222222222,18
419141,A Symonds,15,19,2,0,78.95,1,2010-04-05,33.73684210526316,130.14368421052632,19
419145,A Symonds,53,24,5,3,220.83,0,2010-04-08,32.8,127.58399999999999,20
419147,A Symonds,27,22,1,2,122.73,0,2010-04-10,33.76190476190476,132.02428571428572,21
419151,A Symonds,19,20,2,0,95.0,1,2010-04-12,33.45454545454545,131.6018181818182,22
419156,A Symonds,4,6,0,0,66.67,1,2010-04-16,32.82608695652174,130.0104347826087,23
419160,A Symonds,54,30,3,5,180.0,1,2010-04-18,31.625,127.37124999999999,24
419163,A Symonds,23,22,3,0,104.55,1,2010-04-22,32.52,129.47639999999998,25
419164,A Symonds,2,8,0,0,25.0,1,2010-04-24,32.15384615384615,128.5176923076923,26
501218,A Symonds,16,15,2,0,106.67,0,2011-04-20,31.037037037037038,124.6837037037037,27
501221,A Symonds,31,26,1,2,119.23,0,2011-04-22,30.5,124.04035714285715,28
501224,A Symonds,44,33,4,1,133.33,0,2011-04-24,30.517241379310345,123.8744827586207,29
501231,A Symonds,17,26,1,0,65.38,1,2011-04-29,30.966666666666665,124.18966666666667,30
501237,A Symonds,4,6,0,0,66.67,0,2011-05-02,30.516129032258064,122.2925806451613,31
501241,A Symonds,3,3,0,0,100.0,1,2011-05-04,29.6875,120.55437500000001,32
501246,A Symonds,4,4,0,0,100.0,0,2011-05-07,28.87878787878788,119.93151515151516,33
501251,A Symonds,8,6,1,0,133.33,1,2011-05-10,28.147058823529413,119.34529411764707,34
501256,A Symonds,8,19,0,0,42.11,1,2011-05-14,27.571428571428573,119.74485714285713,35
419111,A Uniyal,4,6,0,0,66.67,0,2010-03-15,0.0,0.0,1
1082599,A Zampa,5,7,1,0,71.43,1,2017-04-11,0.0,0.0,1
1359491,A Zampa,1,1,0,0,100.0,1,2023-04-12,2.5,35.715,2
1359522,A Zampa,7,9,0,0,77.78,1,2023-05-05,2.0,57.14333333333334,3
1359534,A Zampa,2,6,0,0,33.33,1,2023-05-14,3.25,62.3025,4
392201,AA Bilakhia,22,26,2,0,84.62,1,2009-04-30,12.0,85.71,1
392205,AA Bilakhia,1,5,0,0,20.0,1,2009-05-02,17.0,85.16499999999999,2
392236,AA Bilakhia,16,8,2,0,200.0,0,2009-05-21,11.666666666666666,63.44333333333333,3
392237,AA Bilakhia,10,20,0,0,50.0,1,2009-05-22,12.75,97.5825,4
392239,AA Bilakhia,6,7,0,0,85.71,1,2009-05-24,12.2,88.066,5
419141,AA Bilakhia,2,4,0,0,50.0,1,2010-04-05,11.166666666666666,87.67333333333333,6
548317,AA Chavan,4,2,1,0,200.0,1,2012-04-11,1.0,33.33,1
548349,AA Chavan,7,6,1,0,116.67,0,2012-05-01,2.5,116.66499999999999,2
419111,AA Jhunjhunwala,53,45,5,1,117.78,0,2010-03-15,14.0,127.27,1
419115,AA Jhunjhunwala,5,7,1,0,71.43,1,2010-03-18,33.5,122.525,2
419118,AA Jhunjhunwala,45,36,5,0,125.0,1,2010-03-20,24.0,105.49333333333334,3
419129,AA Jhunjhunwala,11,6,2,0,183.33,1,2010-03-28,29.25,110.37,4
419134,AA Jhunjhunwala,2,5,0,0,40.0,1,2010-03-31,25.6,124.96199999999999,5
419137,AA Jhunjhunwala,7,4,0,1,175.0,1,2010-04-03,21.666666666666668,110.80166666666666,6
419141,AA Jhunjhunwala,11,8,1,0,137.5,1,2010-04-05,19.571428571428573,119.97285714285714,7
419150,AA Jhunjhunwala,22,22,0,1,100.0,1,2010-04-11,18.5,122.16375,8
419154,AA Jhunjhunwala,13,22,1,0,59.09,1,2010-04-14,18.88888888888889,119.7011111111111,9
501241,AA Jhunjhunwala,10,15,2,0,66.67,1,2011-05-04,18.3,113.64000000000001,10
501248,AA Jhunjhunwala,0,2,0,0,0.0,1,2011-05-08,17.545454545454547,109.36999999999999,11
548321,AA Jhunjhunwala,4,5,1,0,80.0,1,2012-04-19,16.083333333333332,100.25583333333333,12
548352,AA Jhunjhunwala,1,1,0,0,100.0,0,2012-05-04,15.153846153846153,98.69769230769231,13
548359,AA Jhunjhunwala,19,20,0,1,95.0,1,2012-05-08,14.142857142857142,98.79071428571429,14
335997,AB Agarkar,2,6,0,0,33.33,1,2008-04-29,11.0,137.5,1
336000,AB Agarkar,20,13,1,2,153.85,1,2008-05-01,6.5,85.41499999999999,2
336003,AB Agarkar,1,2,0,0,50.0,0,2008-05-03,11.0,108.22666666666667,3
336021,AB Agarkar,15,14,2,0,107.14,1,2008-05-16,8.5,93.67,4
336027,AB Agarkar,5,2,1,0,250.0,1,2008-05-20,9.8,96.364,5
392184,AB Agarkar,7,3,0,1,233.33,1,2009-04-19,9.0,121.96999999999998,6
392199,AB Agarkar,6,7,0,0,85.71,0,2009-04-29,8.714285714285714,137.87857142857143,7
392219,AB Agarkar,39,29,3,2,134.48,1,2009-05-10,8.375,131.3575,8
392233,AB Agarkar,13,17,0,0,76.47,0,2009-05-20,11.777777777777779,131.70444444444445,9
419131,AB Agarkar,16,12,1,0,133.33,1,2010-03-29,11.9,126.181,10
419135,AB Agarkar,8,5,1,0,160.0,0,2010-04-01,12.272727272727273,126.83090909090907,11
419148,AB Agarkar,6,6,0,0,100.0,0,2010-04-10,11.916666666666666,129.595,12
419153,AB Agarkar,9,5,2,0,180.0,0,2010-04-13,11.461538461538462,127.31846153846153,13
501246,AB Agarkar,6,5,1,0,120.0,0,2011-05-07,11.285714285714286,131.08142857142857,14
598020,AB Agarkar,3,7,0,0,42.86,1,2013-04-18,10.933333333333334,130.34266666666664,15
598059,AB Agarkar,9,9,0,0,100.0,0,2013-04-23,10.4375,124.875,16
419146,AB Barath,33,27,4,1,122.22,1,2010-04-09,7.0,70.0,1
419149,AB Barath,2,5,0,0,40.0,0,2010-04-11,20.0,96.11,2
336021,AB Dinda,1,1,0,0,100.0,0,2008-05-16,1.0,33.33,1
392184,AB Dinda,2,2,0,0,100.0,1,2009-04-19,1.0,66.66499999999999,2
392197,AB Dinda,0,1,0,0,0.0,1,2009-04-27,1.3333333333333333,77.77666666666666,3
419148,AB Dinda,0,1,0,0,0.0,1,2010-04-10,1.0,58.332499999999996,4
501201,AB Dinda,0,5,0,0,0.0,1,2011-04-10,0.8,46.666,5
548319,AB Dinda,2,5,0,0,40.0,1,2012-04-12,0.6666666666666666,38.88833333333333,6
598000,AB Dinda,0,2,0,0,0.0,1,2013-04-05,0.8571428571428571,39.04714285714285,7
598018,AB Dinda,0,1,0,0,0.0,1,2013-04-17,0.75,34.16625,8
598027,AB Dinda,1,1,0,0,100.0,0,2013-04-23,0.6666666666666666,30.369999999999997,9
598038,AB Dinda,2,2,0,0,100.0,0,2013-04-30,0.7,37.333,10
598042,AB Dinda,6,5,1,0,120.0,0,2013-05-02,0.8181818181818182,43.03,11
729305,AB Dinda,0,3,0,0,0.0,1,2014-04-26,1.25,49.44416666666667,12
729313,AB Dinda,2,5,0,0,40.0,0,2014-04-28,1.1538461538461537,45.64076923076924,13
733983,AB Dinda,2,4,0,0,50.0,0,2014-05-06,1.2142857142857142,45.237857142857145,14
1082599,AB Dinda,7,7,1,0,100.0,1,2017-04-11,1.2666666666666666,45.55533333333334,15
419128,AB McDonald,18,12,1,1,150.0,0,2010-03-25,3.0,75.0,1
419134,AB McDonald,14,9,2,0,155.56,0,2010-03-31,10.5,112.5,2
419152,AB McDonald,33,31,0,1,106.45,0,2010-04-13,11.666666666666666,126.85333333333334,3
501253,AB McDonald,8,7,0,0,114.29,1,2011-05-12,17.0,121.7525,4
548310,AB McDonald,30,19,4,2,157.89,1,2012-04-07,15.2,120.25999999999999,5
548331,AB McDonald,8,6,1,0,133.33,0,2012-04-20,17.666666666666668,126.53166666666668,6
548350,AB McDonald,9,10,1,0,90.0,1,2012-05-02,16.285714285714285,127.50285714285714,7
336004,AB de Villiers,21,17,2,1,123.53,1,2008-05-04,26.0,123.81,1
336009,AB de Villiers,0,1,0,0,0.0,1,2008-05-08,23.5,123.67,2
336015,AB de Villiers,20,22,0,0,90.91,1,2008-05-11,15.666666666666666,82.44666666666667,3
336017,AB de Villiers,7,12,0,0,58.33,1,2008-05-13,16.75,84.5625,4
336026,AB de Villiers,21,25,1,0,84.0,1,2008-05-19,14.8,79.316,5
392189,AB de Villiers,105,54,5,6,194.44,0,2009-04-23,15.833333333333334,80.09666666666666,6
392194,AB de Villiers,21,23,0,0,91.3,1,2009-04-26,28.571428571428573,96.43142857142857,7
392198,AB de Villiers,50,40,5,1,125.0,1,2009-04-28,27.625,95.78999999999999,8
392201,AB de Villiers,5,9,1,0,55.56,1,2009-04-30,30.11111111111111,99.03555555555555,9
392206,AB de Villiers,0,1,0,0,0.0,1,2009-05-02,27.6,94.688,10
392215,AB de Villiers,50,38,6,1,131.58,0,2009-05-08,25.09090909090909,86.08,11
392219,AB de Villiers,40,32,5,0,125.0,0,2009-05-10,27.166666666666668,89.87166666666667,12
392223,AB de Villiers,44,36,4,1,122.22,1,2009-05-13,28.153846153846153,92.57384615384616,13
392226,AB de Villiers,11,11,1,0,100.0,1,2009-05-15,29.285714285714285,94.69142857142857,14
392230,AB de Villiers,73,54,8,0,135.19,0,2009-05-17,28.066666666666666,95.04533333333333,15
392232,AB de Villiers,28,29,3,0,96.55,1,2009-05-19,30.875,97.554375,16
392235,AB de Villiers,6,6,1,0,100.0,1,2009-05-21,30.705882352941178,97.49529411764706,17
392237,AB de Villiers,26,21,0,2,123.81,1,2009-05-22,29.333333333333332,97.63444444444445,18
419108,AB de Villiers,7,13,0,0,53.85,1,2010-03-13,29.157894736842106,99.01210526315789,19
419111,AB de Villiers,15,24,0,0,62.5,1,2010-03-15,28.05,96.75399999999999,20
419114,AB de Villiers,11,11,2,0,100.0,1,2010-03-17,27.428571428571427,95.12285714285714,21
419116,AB de Villiers,2,3,0,0,66.67,1,2010-03-19,26.681818181818183,95.34454545454545,22
419120,AB de Villiers,27,26,2,0,103.85,1,2010-03-21,25.608695652173914,94.09782608695652,23
419128,AB de Villiers,45,35,3,0,128.57,1,2010-03-25,25.666666666666668,94.50416666666666,24
419152,AB de Villiers,4,7,0,0,57.14,1,2010-04-13,26.44,95.8668,25
501200,AB de Villiers,54,40,1,5,135.0,0,2011-04-09,25.576923076923077,94.3773076923077,26
501205,AB de Villiers,38,36,3,1,105.56,1,2011-04-12,26.62962962962963,95.88185185185185,27
501208,AB de Villiers,0,7,0,0,0.0,1,2011-04-14,27.035714285714285,96.22749999999999,28
501211,AB de Villiers,65,44,5,2,147.73,1,2011-04-16,26.103448275862068,92.90931034482759,29
501227,AB de Villiers,5,2,1,0,250.0,1,2011-04-26,27.4,94.73666666666666,30
501232,AB de Villiers,26,20,1,1,130.0,1,2011-04-29,26.677419354838708,99.74516129032257,31
501244,AB de Villiers,27,14,2,2,192.86,0,2011-05-06,26.65625,100.690625,32
501255,AB de Villiers,13,13,2,0,100.0,0,2011-05-14,26.666666666666668,103.48363636363636,33
501260,AB de Villiers,34,27,3,1,125.93,1,2011-05-17,26.264705882352942,103.38117647058823,34
